OBJECTID,NAME20,ALAND20,AWATER20,GEOID,NAME,DP03_0001E,DP03_0002E,DP03_0003E,DP03_0004E,DP03_0005E,DP03_0006E,DP03_0007E,DP03_0008E,DP03_0009P,DP03_0010E,DP03_0011E,DP03_0012E,DP03_0013E,DP03_0014E,DP03_0015E,DP03_0016E,DP03_0017E,DP03_0018E,DP03_0019E,DP03_0020E,DP03_0021E,DP03_0022E,DP03_0023E,DP03_0024E,DP03_0025E,DP03_0026E,DP03_0027E,DP03_0028E,DP03_0029E,DP03_0030E,DP03_0031E,DP03_0032E,DP03_0033E,DP03_0034E,DP03_0035E,DP03_0036E,DP03_0037E,DP03_0038E,DP03_0039E,DP03_0040E,DP03_0041E,DP03_0042E,DP03_0043E,DP03_0044E,DP03_0045E,DP03_0046E,DP03_0047E,DP03_0048E,DP03_0049E,DP03_0050E,DP03_0051E,DP03_0052E,DP03_0053E,DP03_0054E,DP03_0055E,DP03_0056E,DP03_0057E,DP03_0058E,DP03_0059E,DP03_0060E,DP03_0061E,DP03_0062E,DP03_0063E,DP03_0064E,DP03_0065E,DP03_0066E,DP03_0067E,DP03_0068E,DP03_0069E,DP03_0070E,DP03_0071E,DP03_0072E,DP03_0073E,DP03_0074E,DP03_0075E,DP03_0076E,DP03_0077E,DP03_0078E,DP03_0079E,DP03_0080E,DP03_0081E,DP03_0082E,DP03_0083E,DP03_0084E,DP03_0085E,DP03_0086E,DP03_0087E,DP03_0088E,DP03_0089E,DP03_0090E,DP03_0091E,DP03_0092E,DP03_0093E,DP03_0094E,DP03_0095E,DP03_0096E,DP03_0097E,DP03_0098E,DP03_0099E,DP03_0100E,DP03_0101E,DP03_0102E,DP03_0103E,DP03_0104E,DP03_0105E,DP03_0106E,DP03_0107E,DP03_0108E,DP03_0109E,DP03_0110E,DP03_0111E,DP03_0112E,DP03_0113E,DP03_0114E,DP03_0115E,DP03_0116E,DP03_0117E,DP03_0118E,DP03_0119P,DP03_0120P,DP03_0121P,DP03_0122P,DP03_0123P,DP03_0124P,DP03_0125P,DP03_0126P,DP03_0127P,DP03_0128P,DP03_0129P,DP03_0130P,DP03_0131P,DP03_0132P,DP03_0133P,DP03_0134P,DP03_0135P,DP03_0136P,DP03_0137P,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,TRACTCE,SHAPEAREA,SHAPELEN
30,19.01,769304,0,11001001901,"Census Tract 19.01; District of Columbia; District of Columbia",3533,2474,2474,2311,163,0,1059,2474,6.6,1974,1275,1275,1156,277,255,863,772,2283,701,289,826,0,32,435,35,2311,1462,312,333,186,18,2311,0,97,10,86,66,93,29,67,395,810,118,228,312,2311,1695,471,108,37,1654,56,22,42,58,346,252,121,207,148,402,83047,127622,1422,126567,320,22565,271,45403,6,0,31,0,207,1244,0,9,0,43,308,192,88,213,126,265,97955,130600,45759,410,72222,93170,61327,67863,79375,4628,4526,3057,1870,102,1387,0,2475,2075,1924,1846,1544,338,78,151,130,9,121,21,400,397,81,333,3,1.2,0,0,1,0,0,3.5,0,0,3.2,0,0,0,0,4.5,4.3,5.1,1.3,14.9,ACS_Economic_DC_CensusTract_26,,{5C7F02D3-E1AF-49A8-B466-0815B8BB7B87},001901,0,0
31,19.02,877346,0,11001001902,"Census Tract 19.02; District of Columbia; District of Columbia",1779,1186,1186,1098,88,0,593,1186,7.4,967,633,633,577,188,172,306,204,1095,473,48,135,34,19,386,30.3,1098,772,128,108,39,51,1098,0,37,0,0,59,35,39,66,211,207,40,228,176,1098,761,291,46,0,852,26,10,7,28,68,62,88,102,224,237,155288,168461,721,168230,222,16191,253,53442,20,8150,33,0,53,583,4,0,7,33,32,15,46,83,200,163,177250,184346,62582,269,83813,115667,83562,146667,95509,2273,2220,1791,814,53,527,16,1404,1133,1045,1033,906,157,12,88,81,70,11,7,271,253,149,136,18,1.9,2.5,0,1.1,0,0,4.4,9.9,0,8.1,3.1,3.1,0,4.3,9.6,8.4,14.6,1.9,32.4,ACS_Economic_DC_CensusTract_27,,{EC33FE04-C947-45C7-852A-B42259A2FEC2},001902,0,0
32,50.01,200969,0,11001005001,"Census Tract 50.01; District of Columbia; District of Columbia",1816,1573,1573,1560,13,0,243,1573,0.8,737,621,621,619,60,28,60,60,1531,99,21,296,523,192,400,28.7,1560,1383,57,110,3,7,1560,0,11,0,32,19,0,46,285,607,212,13,153,182,1560,1168,363,29,0,1108,3,1,0,0,44,68,53,138,136,665,230978,263185,1027,269931,84,32432,110,75672,29,0,27,0,40,441,3,1,0,0,0,0,0,18,9,410,250001,348447,142581,667,164489,205858,110436,109274,136736,1936,1925,1845,182,11,120,0,1686,1560,1547,1547,1523,24,0,13,6,0,6,7,126,122,77,45,4,0.9,1.6,0,0,0,0,25,100,0,3.4,4.2,4.2,6.3,2.8,3.4,3.6,0,1.3,5.3,ACS_Economic_DC_CensusTract_28,,{9BA35247-DDF9-4DFA-88D0-BD78429085CA},005001,0,0
33,98.07,1037012,0,11001009807,"Census Tract 98.07; District of Columbia; District of Columbia",2883,1731,1695,1600,95,36,1152,1695,5.6,1232,698,698,674,293,293,272,225,1619,803,168,424,0,52,172,50.1,1600,552,607,268,54,119,1600,10,34,16,0,156,163,7,11,275,360,276,106,186,1600,1261,337,2,0,1643,125,97,48,309,107,180,342,279,81,75,64602,102176,1362,96229,320,11523,268,39577,259,10094,21,0,327,712,64,0,20,53,61,96,141,196,81,0,83738,88130,49308,931,0,110180,43290,43685,71034,3362,3312,2305,1445,50,631,0,2201,1523,1444,1435,1252,235,9,79,79,21,58,0,678,637,236,514,41,11.8,4.3,0,5.8,0,0,16.8,0,0,13.1,4.1,4.1,0,8.4,14.9,14.4,17.4,9.5,20.6,ACS_Economic_DC_CensusTract_29,,{68D4E788-D76F-46DD-BC55-C3B13C3A246E},009807,0,0
34,98.02,200745,0,11001009802,"Census Tract 98.02; District of Columbia; District of Columbia",1401,713,697,509,188,16,688,697,27,805,442,442,335,109,57,373,256,497,197,123,142,0,23,12,46.3,509,206,73,135,39,56,509,0,14,56,0,23,12,25,0,64,173,52,25,65,509,352,157,0,0,836,125,72,69,119,60,77,58,226,18,12,44545,64242,538,77484,324,16425,113,35558,80,7023,21,0,416,468,94,27,39,13,45,31,92,115,12,0,70526,63817,23219,368,34028,58299,45592,56761,59714,1975,1933,764,1463,42,618,0,939,662,496,496,363,232,0,166,166,24,142,0,277,235,49,208,42,30.3,33.5,0,0,0,0,38.1,34.7,0,34.5,42.8,42.8,39.5,44.6,30.8,36.7,17.2,39.1,20.8,ACS_Economic_DC_CensusTract_30,,{89651458-6B19-498B-A35E-F6E814FF1B51},009802,0,0
35,98.03,531060,3756,11001009803,"Census Tract 98.03; District of Columbia; District of Columbia",2400,1462,1462,1279,183,0,938,1462,12.5,1134,716,716,653,145,140,310,297,1279,667,116,460,0,16,20,36.7,1279,316,483,202,216,62,1279,0,138,22,0,71,134,20,0,166,347,113,145,123,1279,903,366,10,0,1416,327,221,47,52,198,223,77,206,65,0,40000,50530,847,67405,368,11280,198,18329,362,9410,94,6053,340,631,63,22,32,26,115,141,84,115,33,0,59485,66555,23179,785,0,33126,32340,40909,44333,2928,2525,1225,1811,403,630,113,1891,1395,1218,1134,672,527,84,177,66,22,44,111,496,410,227,385,86,13.5,20.1,0,0,0,0,18,31.3,0,28.2,19.7,19.7,0,19.9,30.1,26,48.9,13.8,55.3,ACS_Economic_DC_CensusTract_31,,{B3CDC63D-6683-447A-8F4F-BF07D46B58E1},009803,0,0
36,35,382021,0,11001003500,"Census Tract 35; District of Columbia; District of Columbia",3864,2575,2575,2379,196,0,1289,2575,7.6,1831,1039,1039,921,67,67,86,86,2371,541,231,431,371,171,626,28.2,2379,1797,143,365,10,64,2379,0,10,19,25,167,128,112,154,699,434,144,179,308,2379,1760,485,134,0,1708,143,25,0,142,197,160,242,264,153,382,90119,146216,1420,165680,119,25291,99,47016,76,6311,36,0,192,361,16,0,0,43,78,0,46,9,45,124,0,181944,66339,1347,90417,134910,58562,90792,90273,3955,3799,3339,627,156,223,19,3579,2485,2324,2277,2156,169,47,161,124,111,23,37,1094,1041,879,185,53,4.4,14,48.5,0,0,0,61.5,100,100,9.3,12.4,12.4,38.8,0,9.2,9.2,9.2,4,11.8,ACS_Economic_DC_CensusTract_38,,{F2B11558-8363-4FE7-B471-BEA7F5C6EAC8},003500,0,0
37,53.02,117635,0,11001005302,"Census Tract 53.02; District of Columbia; District of Columbia",2249,1866,1851,1851,0,15,383,1851,0,1022,877,877,877,245,245,44,44,1816,182,21,422,456,134,601,28.7,1851,1549,37,244,0,21,1851,0,74,0,27,98,0,76,198,708,134,69,131,336,1851,1379,420,52,0,1577,75,0,126,65,72,86,180,351,221,401,119769,174145,1370,170940,85,26569,100,129017,0,0,8,0,0,352,0,10,0,0,0,0,22,12,25,283,250001,392730,111739,1225,102695,111161,97500,114810,92722,2523,2421,2314,271,102,289,0,2097,1822,1822,1785,1753,86,37,0,0,0,0,0,275,210,208,2,65,2.8,6.7,8.9,0,0,0,100,100,100,4.2,3.8,3.8,4.7,0,4.3,4.4,2.2,2,5.7,ACS_Economic_DC_CensusTract_39,,{C0D7B2C3-FCBE-4B29-83D2-9C7733208332},005302,0,0
38,44.02,274746,0,11001004402,"Census Tract 44.02; District of Columbia; District of Columbia",2219,1709,1689,1537,152,20,510,1689,9,1062,829,829,702,204,170,34,0,1519,506,35,266,290,54,368,25.6,1537,1187,63,132,56,99,1537,0,7,7,0,82,10,94,95,495,193,63,180,311,1537,1025,451,61,0,1109,9,0,0,69,34,71,148,142,194,442,171017,235714,1023,232037,96,22746,185,48074,74,0,93,0,111,480,9,0,0,37,0,56,22,53,77,226,190167,257316,104311,629,153661,215766,88182,126905,101786,2435,2393,1958,571,42,238,0,1934,1674,1522,1480,1377,114,42,152,152,51,101,0,260,260,150,110,0,1.9,0,0,2.4,0,0,0,0,0,3.3,0,0,0,0,3.7,3.1,8,1.3,6.1,ACS_Economic_DC_CensusTract_40,,{2071666F-DBC4-4410-AF76-16DCC0D340B8},004402,0,0
39,106.02,542509,0,11001010602,"Census Tract 106.02; District of Columbia; District of Columbia",5712,4578,4564,4449,115,14,1134,4564,2.5,3081,2555,2541,2459,661,642,468,299,4385,899,196,951,460,255,1624,27.7,4449,3535,239,459,85,131,4449,0,253,49,21,38,137,131,127,1184,837,203,588,881,4449,2946,1192,311,0,2931,99,88,144,38,126,193,260,360,504,1119,170670,190084,2814,183893,204,13993,319,51977,86,3592,141,0,183,1364,0,71,70,17,107,8,0,170,215,706,213895,235265,85166,1567,129844,147977,92835,118423,96250,6668,6568,5224,1396,100,1129,0,5125,4467,4352,4352,4127,225,0,115,98,16,98,17,658,575,285,290,83,10.3,23,0,6.2,18.3,0,31,31,0,18.2,33.6,33.6,0,50.7,15,14.2,24.6,20.6,13.9,ACS_Economic_DC_CensusTract_41,,{3EA9B7C9-3EED-4DB8-B9F7-14FAE84F9856},010602,0,0
40,8.04,2566768,167978,11001000804,"Census Tract 8.04; District of Columbia; District of Columbia",2810,1701,1686,1572,114,15,1109,1686,6.8,1517,756,756,684,172,172,650,222,1564,631,166,79,138,65,485,24,1572,1201,102,238,0,31,1572,0,29,17,0,7,23,74,275,569,277,31,113,157,1572,1191,249,132,0,1235,116,6,0,19,0,0,118,186,107,683,244375,524727,1077,430975,333,31256,236,67514,21,0,31,0,31,877,43,0,0,0,0,0,34,74,54,672,250001,699790,181055,358,93929,89874,137083,250001,103819,3659,3659,3495,699,0,1090,0,1944,1348,1279,1279,1257,22,0,69,69,48,21,0,596,596,589,38,0,4.9,6.4,0,1.5,0,0,0,0,0,8.3,4.4,4.4,0,6.2,9.8,10.2,8.6,4.5,31.6,ACS_Economic_DC_CensusTract_42,,{04247FBE-8247-46B0-B315-906FB9E7DE1D},000804,0,0
41,39.02,266513,11205,11001003902,"Census Tract 39.02; District of Columbia; District of Columbia",1563,1248,1248,1235,13,0,315,1248,1,840,627,627,627,25,12,369,369,1235,148,24,295,125,92,551,45.9,1235,1083,11,47,21,73,1235,0,0,9,21,10,0,128,75,449,185,37,151,170,1235,910,295,30,0,953,0,0,55,20,24,52,267,197,174,164,111311,191866,928,174518,51,36790,46,66259,14,0,15,0,0,323,0,0,0,0,0,11,78,21,95,118,178042,355369,104909,630,96371,105028,80991,81477,88629,1811,1799,1714,163,12,394,0,1266,1149,1136,1124,1079,45,12,13,13,13,0,0,117,117,117,47,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,2.3,2.6,0,0,4.1,ACS_Economic_DC_CensusTract_43,,{A1D2C929-C670-4F66-A3FC-5DA360A082D8},003902,0,0
42,9.03,928101,0,11001000903,"Census Tract 9.03; District of Columbia; District of Columbia",2531,1159,1159,990,169,0,1372,1159,14.6,1425,645,645,525,80,69,173,135,913,299,53,76,155,70,260,25.5,990,668,171,144,0,7,990,0,12,0,5,48,3,3,138,137,351,169,37,87,990,794,122,74,0,358,31,0,0,0,9,30,0,7,37,244,250001,421007,318,426572,56,25496,63,70668,0,0,7,0,0,267,0,0,0,0,0,21,0,16,37,193,250001,488240,62651,91,0,198234,5781,250001,163375,2784,2748,2641,273,36,1105,7,1516,876,786,765,742,36,21,90,90,69,21,0,640,632,625,51,8,0,0,0,0,0,0,0,0,0,10.4,0,0,0,0,13.7,17.2,0,0,55.3,ACS_Economic_DC_CensusTract_44,,{6F0D49E3-65C2-4DDA-BD70-0A12D91BFDD2},000903,0,0
43,10.04,1471925,0,11001001004,"Census Tract 10.04; District of Columbia; District of Columbia",3098,1826,1826,1815,11,0,1272,1826,0.6,1739,901,901,899,278,266,715,669,1805,252,66,631,108,61,687,29.4,1815,1528,123,132,21,11,1815,0,38,0,10,5,3,38,158,584,336,176,111,356,1815,1146,543,85,41,1594,223,12,44,48,72,122,52,105,96,820,208902,242043,1044,301297,553,23815,464,56571,20,0,0,0,0,990,0,0,0,11,38,74,0,56,64,747,250001,340079,92836,604,30662,77199,139819,156875,180368,4015,3983,3612,1000,32,1007,0,2046,1617,1606,1586,1567,22,20,11,11,11,2,0,429,417,415,43,12,0,0,0,0,0,0,0,0,0,11.8,0,0,0,0,15.9,15.8,16.2,0,51.9,ACS_Economic_DC_CensusTract_45,,{EB8C6EAF-33D1-474D-BBA7-9E72E2A5D0DE},001004,0,0
44,1.02,1706484,516665,11001000102,"Census Tract 1.02; District of Columbia; District of Columbia",2844,2095,2095,2079,16,0,749,2095,0.8,1380,881,881,881,110,75,191,79,2001,474,11,129,340,167,880,22.5,2079,1693,79,278,0,29,2079,0,0,9,14,138,26,98,270,576,515,30,115,288,2079,1545,342,183,9,1866,0,49,63,8,73,100,221,315,160,877,178790,281717,1629,248382,549,30233,376,105614,49,0,18,0,49,916,0,0,36,0,29,95,31,35,135,555,250001,353676,168461,950,114850,204879,114146,156176,137946,3127,3094,2680,918,33,319,0,1937,1672,1656,1639,1639,29,17,16,0,0,0,16,265,265,248,21,0,3.9,15.9,0,0,0,0,67.9,100,0,5.5,13.3,13.3,0,20.9,4.7,2,10.6,3.8,8.6,ACS_Economic_DC_CensusTract_46,,{D7801A9F-3ED1-47F8-A17C-AE9BE0BB0543},000102,0,0
45,37.01,172840,0,11001003701,"Census Tract 37.01; District of Columbia; District of Columbia",1968,1664,1664,1663,1,0,304,1664,0.1,1050,799,799,799,56,56,167,119,1663,328,55,394,229,138,519,22.5,1663,1074,326,229,34,0,1663,29,0,0,34,23,23,78,61,700,221,186,128,180,1663,1375,249,39,0,1296,14,0,30,95,93,237,186,132,160,349,98056,161327,1214,159880,46,27026,93,83189,0,0,65,0,49,366,0,0,13,51,23,39,70,0,25,145,0,224061,96492,930,100500,136638,80817,124926,70694,2143,2083,1905,359,60,262,0,1752,1627,1626,1607,1558,92,19,1,1,1,0,0,125,84,42,42,41,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,1.9,2,0,0,3,ACS_Economic_DC_CensusTract_47,,{4F9A529B-D1D6-4558-B3FA-D9BC5B55FCCF},003701,0,0
46,25.04,311721,0,11001002504,"Census Tract 25.04; District of Columbia; District of Columbia",2575,2043,2028,1958,70,15,532,2028,3.5,1259,1048,1048,1010,106,64,250,145,1962,559,117,536,0,171,579,34.5,1958,1232,255,256,119,96,1958,0,119,25,30,120,72,94,71,483,334,200,171,239,1958,1442,425,91,0,1427,250,0,73,0,75,58,204,215,272,280,107388,127015,1096,155452,161,19748,109,44081,14,0,52,8608,82,633,50,0,28,0,0,58,90,132,149,126,114013,151385,61174,794,84545,106210,75349,75864,84587,3113,3047,2298,911,66,587,36,2226,1871,1801,1780,1559,221,21,70,64,27,37,6,355,352,225,127,3,12.3,23.4,36.8,9.9,27.5,0,21.3,28.6,100,17.8,31.5,31.5,30,31.9,14.9,16.8,0,16.1,21.1,ACS_Economic_DC_CensusTract_48,,{52528777-269E-499C-B17E-933E23B22011},002504,0,0
47,1.01,199776,5261,11001000101,"Census Tract 1.01; District of Columbia; District of Columbia",1019,688,688,688,0,0,331,688,0,557,426,426,426,32,32,46,43,688,226,23,77,101,32,229,20.4,688,632,33,23,0,0,688,0,26,95,0,0,0,36,22,271,86,43,40,69,688,548,135,5,0,738,0,0,20,56,13,38,50,165,67,329,168705,245693,510,283645,259,33992,277,42359,7,0,0,0,0,205,0,0,0,0,0,0,0,58,11,136,250001,394752,168817,533,142917,188363,144250,148654,168996,1097,1075,882,290,22,78,0,702,639,639,617,612,5,22,0,0,0,0,0,63,63,63,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,2.6,3.8,0,0,4.6,ACS_Economic_DC_CensusTract_49,,{DF9E5BC5-A707-4651-990D-EF334C8B5B2B},000101,0,0
48,7.03,232137,0,11001000703,"Census Tract 7.03; District of Columbia; District of Columbia",2876,1577,1577,1514,63,0,1299,1577,4,1534,781,781,718,23,23,85,85,1514,713,50,264,190,38,259,28.9,1514,1064,45,330,52,23,1514,0,106,0,0,151,23,65,187,138,419,61,97,267,1514,961,435,118,0,2028,91,0,0,65,36,168,331,527,279,531,121413,187331,1191,170245,992,33666,974,92129,59,8414,26,0,26,772,0,0,0,0,9,11,33,194,78,447,241071,296055,124630,1256,98556,119914,82617,73459,101492,2978,2938,2497,1702,40,108,0,1312,1212,1197,1169,1055,128,28,15,15,0,15,0,100,100,37,100,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,3.2,6.9,0,0,6.9,ACS_Economic_DC_CensusTract_50,,{728A315B-4239-45C4-90F1-808B31F35D77},000703,0,0
49,39.01,120715,0,11001003901,"Census Tract 39.01; District of Columbia; District of Columbia",2399,2160,2160,2158,2,0,239,2160,0.1,1487,1321,1321,1321,185,91,58,58,2148,281,0,779,260,132,696,32.2,2158,1810,68,225,25,30,2158,0,4,37,0,114,30,119,80,478,245,44,323,684,2158,1165,849,107,37,1743,29,45,33,48,110,151,261,326,540,200,135773,146627,1635,151362,157,19748,80,24973,60,9887,23,0,60,354,0,0,0,0,0,53,1,73,114,113,175000,190114,96354,1389,114740,135544,90386,96806,110362,2642,2569,2233,413,73,243,0,2232,2098,2096,2023,1997,26,73,2,2,2,0,0,134,134,8,126,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,5,5.3,0,0,6.8,ACS_Economic_DC_CensusTract_51,,{C0159E9B-E05B-4C84-9C68-D7E506553D06},003901,0,0
50,44.01,246895,0,11001004401,"Census Tract 44.01; District of Columbia; District of Columbia",2724,2528,2510,2510,0,18,196,2510,0,1183,1095,1095,1095,405,389,231,231,2513,381,132,605,406,239,750,30.1,2510,2251,52,170,0,37,2510,0,21,28,19,21,48,58,195,916,385,108,185,526,2510,1732,634,144,0,1811,30,12,33,34,51,58,141,292,276,884,198856,254346,1714,251590,103,23467,137,34611,0,0,19,0,0,537,0,0,0,0,0,0,22,35,31,449,250001,370869,134734,1274,159914,205230,119021,136728,121458,3342,3295,3200,212,47,636,0,2570,2469,2469,2452,2419,90,17,0,0,0,0,0,101,71,57,14,30,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,3.3,3.5,0,0,5.4,ACS_Economic_DC_CensusTract_52,,{F787AB74-4F7F-4E5A-80FB-9CDBCBF64D6B},004401,0,0
51,10.03,982460,0,11001001003,"Census Tract 10.03; District of Columbia; District of Columbia",2149,1597,1560,1530,30,37,552,1560,1.9,1075,730,714,699,297,239,522,454,1567,706,45,240,51,112,413,27,1530,1263,59,113,0,95,1530,0,0,116,0,72,0,69,181,406,252,28,120,286,1530,966,398,118,48,1132,48,0,19,0,0,15,22,127,175,726,250001,358236,917,377454,303,28254,353,69295,25,0,110,0,62,873,0,0,0,0,0,0,0,38,143,692,250001,410180,131590,259,140507,125190,163906,197250,193194,2952,2952,2637,701,0,928,0,1497,1336,1306,1306,1151,155,0,30,30,30,0,0,161,161,120,41,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,5.3,7,0,0,23.5,ACS_Economic_DC_CensusTract_53,,{B3027728-4AC2-4624-BEFB-6A9CED85BCBB},001003,0,0
52,38.02,207186,0,11001003802,"Census Tract 38.02; District of Columbia; District of Columbia",3126,2609,2609,2543,66,0,517,2609,2.5,1364,1203,1203,1203,134,121,112,99,2517,416,33,818,527,208,515,31.5,2543,2119,14,292,81,37,2543,0,61,30,0,76,77,328,226,724,386,120,204,311,2543,1925,560,58,0,2029,121,0,95,73,90,230,180,304,323,613,137981,183463,1798,198826,205,12145,292,21859,32,0,65,0,228,585,0,0,15,18,39,26,23,13,82,369,250001,318721,111702,1444,116932,128535,104148,111118,110625,3372,3251,2567,836,121,246,0,2943,2608,2543,2530,2185,409,13,65,38,20,18,27,335,304,54,250,31,2.6,11.3,0,2.9,11.3,0,0,0,0,7.2,10.6,10.6,0,20.8,6.9,6.9,7.1,3.7,10.1,ACS_Economic_DC_CensusTract_54,,{5082FD0C-1076-4219-AD42-3C613C561200},003802,0,0
53,27.03,163863,0,11001002703,"Census Tract 27.03; District of Columbia; District of Columbia",2105,1641,1641,1597,44,0,464,1641,2.7,927,641,641,631,196,196,129,129,1597,289,0,498,148,205,457,34.5,1597,1319,135,115,28,0,1597,0,28,35,0,14,1,139,189,378,361,45,139,268,1597,1206,311,80,0,1250,1,116,14,115,17,136,105,203,163,380,127273,178193,1093,167485,155,17019,104,131792,45,0,142,2314,132,432,0,0,0,0,0,0,21,76,52,283,250001,298197,99263,818,76667,103718,90915,81111,109437,2311,2253,2053,322,58,364,0,1745,1563,1534,1498,1457,41,36,29,29,29,0,0,182,170,136,79,12,0,0,0,0,0,0,0,0,0,5.7,0,0,0,0,6.6,1.7,50,0,12.8,ACS_Economic_DC_CensusTract_55,,{7750EB75-6D1D-4044-A615-EC7630D724E6},002703,0,0
54,37.02,119532,0,11001003702,"Census Tract 37.02; District of Columbia; District of Columbia",2307,1867,1856,1597,259,11,440,1856,14,1404,1101,1101,866,349,265,313,257,1608,119,115,646,201,191,336,29.6,1597,1134,193,231,0,39,1597,0,29,0,0,126,66,89,102,549,327,59,133,117,1597,1405,181,11,0,1478,191,39,119,65,222,138,193,117,126,268,67424,104162,1312,110525,113,16965,37,0,61,12034,83,0,299,453,105,17,0,49,187,15,0,0,31,49,35901,64047,51702,1025,86457,121891,69596,113295,81583,2942,2884,1394,1575,58,670,16,2174,1856,1597,1570,1261,309,27,259,244,0,244,15,318,318,58,278,0,26.9,36,18.8,37.5,100,100,24.5,28.6,0,26.3,49.5,49.5,24.1,78,19.6,19.8,14.3,33.3,19.6,ACS_Economic_DC_CensusTract_56,,{6E3B55CA-574C-4562-993C-20FCC167EF76},003702,0,0
55,8.03,308153,0,11001000803,"Census Tract 8.03; District of Columbia; District of Columbia",2048,1183,1183,1097,86,0,865,1183,7.3,1374,756,756,712,217,205,199,63,1097,566,125,53,73,100,180,25.3,1097,900,168,29,0,0,1097,0,39,0,0,51,0,100,127,104,292,130,36,218,1097,829,225,43,0,1233,177,0,0,38,110,46,67,205,110,480,138313,164754,944,147582,383,27454,383,64502,0,0,23,0,12,446,33,0,0,0,0,0,24,39,19,331,250001,249731,81618,787,103151,116598,104063,178594,115789,2464,2238,2092,622,226,422,45,1415,993,907,907,888,19,0,86,86,86,0,0,422,272,259,32,150,7.4,12.5,0,7.4,12.5,0,0,0,0,19.9,10.3,10.3,0,18.1,22,29.1,7,12.8,30.4,ACS_Economic_DC_CensusTract_57,,{96B5CC80-1899-4741-B33D-F5D32223894E},000803,0,0
56,38.01,148928,0,11001003801,"Census Tract 38.01; District of Columbia; District of Columbia",1391,1277,1277,1260,17,0,114,1277,1.3,781,736,736,736,83,83,21,21,1195,204,5,165,346,74,401,26.6,1260,975,56,229,0,0,1260,0,9,17,0,10,12,60,92,594,162,57,112,135,1260,996,147,117,0,990,73,0,0,21,59,132,165,211,96,233,112328,166973,894,166491,65,18463,162,43923,0,0,0,0,8,290,0,0,0,0,0,45,0,40,14,191,248700,331111,108822,700,89381,98641,88297,124188,88698,1495,1495,1436,149,0,104,0,1218,1200,1183,1183,1170,27,0,17,17,17,0,0,18,18,18,0,0,0,0,0,0,0,0,0,0,0,5.8,0,0,0,0,6.2,5.7,9.8,0,10.3,ACS_Economic_DC_CensusTract_58,,{C616F43E-D2C2-404B-A7FE-5505FDFC9B6B},003801,0,0
57,9.04,2024710,75151,11001000904,"Census Tract 9.04; District of Columbia; District of Columbia",2511,1554,1554,1488,66,0,957,1554,4.2,1264,787,787,747,206,187,595,433,1488,598,50,98,2,16,724,27,1488,1174,192,122,0,0,1488,0,14,60,9,0,42,82,152,586,199,69,167,108,1488,1204,169,97,18,1214,0,0,56,9,0,58,17,104,196,774,250001,454552,863,495457,479,32179,449,130227,0,0,0,0,0,951,0,0,10,9,0,39,10,60,130,693,250001,525867,181370,263,158520,194435,167031,250001,204688,3221,3221,2930,922,0,810,0,1483,1248,1207,1207,1207,0,0,41,41,41,5,0,235,235,177,58,0,1.1,2.1,10.8,0,0,0,15.9,34.5,100,5.2,1,1,5,0,6.7,10.1,1.1,0.9,30.7,ACS_Economic_DC_CensusTract_59,,{B0B1A9D8-5455-48B3-A3F0-CC0D8D5A62B3},000904,0,0
58,7.04,332346,0,11001000704,"Census Tract 7.04; District of Columbia; District of Columbia",2288,1779,1779,1719,60,0,509,1779,3.4,1317,983,983,935,183,101,202,170,1719,636,27,412,47,108,489,31,1719,1284,84,338,13,0,1719,0,13,0,0,74,0,189,317,391,270,172,140,153,1719,1276,277,166,0,1515,142,15,35,50,111,315,102,164,86,495,92484,176163,1333,168570,228,37937,227,54804,0,0,12,0,54,615,19,0,0,0,32,0,52,56,85,371,250001,298417,99782,900,66969,89245,84554,114087,113162,2660,2623,2494,467,37,404,0,1846,1550,1490,1455,1440,56,35,60,60,47,13,0,296,294,293,1,2,3.1,9.4,34.5,0,0,0,0,0,0,7.7,7,7,22,0,7.8,7.8,7.8,2.8,15.2,ACS_Economic_DC_CensusTract_60,,{4C42E138-52F3-4AA7-A3D6-8B8B9235E7B5},000704,0,0
59,13.04,707155,9432,11001001304,"Census Tract 13.04; District of Columbia; District of Columbia",4004,3202,3202,3078,124,0,802,3202,3.9,1900,1679,1679,1581,0,0,168,168,3078,630,0,907,89,214,1238,27.4,3078,2430,244,387,0,17,3078,16,0,73,11,49,169,61,258,769,496,163,486,527,3078,2213,770,95,0,2796,38,95,65,67,178,271,322,787,379,594,122900,135887,2510,132119,355,26578,448,46409,35,0,0,0,17,940,22,0,0,0,0,0,72,392,138,316,141765,176087,91267,1856,99533,115528,80231,117112,81362,4172,4123,3854,788,49,168,0,3346,2993,2892,2843,2754,89,49,101,101,99,2,0,353,353,255,98,0,2.3,0,0,2.4,0,0,0,0,0,5.7,0,0,0,0,5.9,5.4,8.2,1.8,9.2,ACS_Economic_DC_CensusTract_61,,{65F137D3-9012-4E45-8DFC-387D8C992B7C},001304,0,0
